UserId	CheckinTime	VenueId	VenueType	X	Y
583	2019-07-01T06:50:00	1767	Restaurant	739975.6174767368	3735905.4014065773
601	2019-07-01T06:50:00	1676	Workplace	743927.139194867	3736583.8342770464
603	2019-07-01T06:50:00	1694	Workplace	741471.9166509542	3738395.3864869643
681	2019-07-01T06:50:00	1755	Pub	742852.1433365949	3737131.339528878
710	2019-07-01T06:50:00	1690	Workplace	741544.848554557	3738257.67699488
732	2019-07-01T06:50:00	1756	Pub	739967.8000244198	3735975.515245802
754	2019-07-01T06:50:00	1530	Workplace	742442.8511652652	3738049.432074858
853	2019-07-01T06:50:00	1625	Workplace	742018.3703010434	3737862.8784383186
874	2019-07-01T06:50:00	1534	Workplace	741641.3685264187	3738059.327741751
935	2019-07-01T06:50:00	1709	Workplace	741986.9442613404	3738544.564338453
982	2019-07-01T06:50:00	503	Apartment	743618.0810520708	3738178.068983161
56	2019-07-01T06:55:00	1531	Workplace	743904.4007971158	3737948.092072854
112	2019-07-01T06:55:00	1540	Workplace	741837.3046211528	3738413.417240637
117	2019-07-01T06:55:00	1668	Workplace	740714.6815342755	3737160.365251262
229	2019-07-01T06:55:00	1526	Workplace	742175.8070837058	3737719.007090264
239	2019-07-01T06:55:00	1572	Workplace	742392.85093321	3737593.6832078947
263	2019-07-01T06:55:00	1648	Workplace	742402.1335030497	3738058.2942128316
280	2019-07-01T06:55:00	1549	Workplace	742468.5337409362	3737883.8223130717
321	2019-07-01T06:55:00	1652	Workplace	740687.6917184722	3735514.617989122
335	2019-07-01T06:55:00	1663	Workplace	742584.1521519474	3737068.8051385297
366	2019-07-01T06:55:00	1719	Workplace	740758.8581677561	3735298.3380530174
391	2019-07-01T06:55:00	1690	Workplace	741544.848554557	3738257.67699488
393	2019-07-01T06:55:00	1504	Workplace	742227.2841608997	3735808.850782855
444	2019-07-01T06:55:00	1639	Workplace	743777.2054579661	3736641.6685285913
451	2019-07-01T06:55:00	1572	Workplace	742392.85093321	3737593.6832078947
541	2019-07-01T06:55:00	1743	Workplace	741539.8770360326	3736422.7999462723
547	2019-07-01T06:55:00	1555	Workplace	743471.4627746369	3738086.733642376
562	2019-07-01T06:55:00	1666	Workplace	742331.2096195106	3737971.9859926673
576	2019-07-01T06:55:00	1536	Workplace	739926.5611085886	3735983.4308801075
579	2019-07-01T06:55:00	1692	Workplace	743448.5576536714	3738422.27181999
608	2019-07-01T06:55:00	1651	Workplace	741399.3669428941	3736046.9628241663
630	2019-07-01T06:55:00	1693	Workplace	743415.4549571391	3738166.0623102314
651	2019-07-01T06:55:00	1724	Workplace	741608.0510600351	3738513.7703830265
656	2019-07-01T06:55:00	1547	Workplace	742273.5090179282	3737665.5703909756
659	2019-07-01T06:55:00	1602	Workplace	742442.8511652652	3738049.432074858
704	2019-07-01T06:55:00	1565	Workplace	741257.7892912527	3738245.3679251163
756	2019-07-01T06:55:00	1588	Workplace	740278.4929557303	3737838.020062913
771	2019-07-01T06:55:00	1571	Workplace	742255.3448671937	3737922.591570842
829	2019-07-01T06:55:00	1749	Workplace	743378.1142062272	3736944.9859394976
835	2019-07-01T06:55:00	1663	Workplace	742584.1521519474	3737068.8051385297
850	2019-07-01T06:55:00	1638	Workplace	741782.0628927994	3738048.9169800603
856	2019-07-01T06:55:00	1548	Workplace	742227.2841608997	3735808.850782855
873	2019-07-01T06:55:00	1565	Workplace	741257.7892912527	3738245.3679251163
897	2019-07-01T06:55:00	1706	Workplace	742898.6670966321	3737481.267716735
908	2019-07-01T06:55:00	1748	Workplace	742494.4564080039	3738257.862542534
953	2019-07-01T06:55:00	1676	Workplace	743927.139194867	3736583.8342770464
954	2019-07-01T06:55:00	1582	Workplace	741115.0705932558	3737335.221311753
966	2019-07-01T06:55:00	1533	Workplace	743099.9101813395	3738165.599255244
990	2019-07-01T06:55:00	1575	Workplace	740138.4264741035	3736348.562644771
10	2019-07-01T07:00:00	1679	Workplace	742758.9298531547	3738029.248870031
25	2019-07-01T07:00:00	1529	Workplace	740939.3091340308	3738059.433579763
44	2019-07-01T07:00:00	1570	Workplace	742781.4563764653	3736090.9046563287
47	2019-07-01T07:00:00	1638	Workplace	741782.0628927994	3738048.9169800603
83	2019-07-01T07:00:00	1738	Workplace	741300.1615285238	3737382.5723180156
99	2019-07-01T07:00:00	1721	Workplace	742824.8470572327	3738096.63969857
102	2019-07-01T07:00:00	1628	Workplace	742543.4146964035	3737990.4689616454
105	2019-07-01T07:00:00	1696	Workplace	742909.2669744297	3737096.4428534755
107	2019-07-01T07:00:00	1776	Restaurant	742676.754453138	3737445.473074196
159	2019-07-01T07:00:00	1581	Workplace	740607.0828820044	3735553.506523799
208	2019-07-01T07:00:00	1586	Workplace	742374.68384114	3737788.004508384
209	2019-07-01T07:00:00	1506	Workplace	739884.8069351267	3737832.6187843108
216	2019-07-01T07:00:00	1681	Workplace	742007.7946285061	3738632.068257144
254	2019-07-01T07:00:00	1692	Workplace	743448.5576536714	3738422.27181999
336	2019-07-01T07:00:00	1505	Workplace	741749.2272709155	3736139.108180529
362	2019-07-01T07:00:00	1771	Restaurant	743862.7621466367	3736516.8126094225
372	2019-07-01T07:00:00	1559	Workplace	742305.3565470277	3737872.193592363
375	2019-07-01T07:00:00	1704	Workplace	741495.587173859	3737717.264035585
378	2019-07-01T07:00:00	1648	Workplace	742402.1335030497	3738058.2942128316
399	2019-07-01T07:00:00	1747	Workplace	741873.4580590996	3738261.7462801277
421	2019-07-01T07:00:00	1563	Workplace	742061.083882604	3738551.2761632786
439	2019-07-01T07:00:00	1636	Workplace	740703.6406887561	3737479.8013167856
456	2019-07-01T07:00:00	1733	Workplace	741738.872574435	3737646.812285616
513	2019-07-01T07:00:00	1720	Workplace	743208.2811692065	3736889.3737371597
539	2019-07-01T07:00:00	1680	Workplace	743455.5683593663	3738167.3959170682
543	2019-07-01T07:00:00	1527	Workplace	740510.0090242553	3736053.6824381077
566	2019-07-01T07:00:00	1705	Workplace	741220.6221300017	3737316.0321874563
618	2019-07-01T07:00:00	1563	Workplace	742061.083882604	3738551.2761632786
629	2019-07-01T07:00:00	1748	Workplace	742494.4564080039	3738257.862542534
636	2019-07-01T07:00:00	1776	Restaurant	742676.754453138	3737445.473074196
686	2019-07-01T07:00:00	1710	Workplace	740673.1925091438	3737518.9893851685
719	2019-07-01T07:00:00	1703	Workplace	743777.2347543458	3738212.187961369
720	2019-07-01T07:00:00	1501	Workplace	741393.9877074555	3737911.955420055
751	2019-07-01T07:00:00	1692	Workplace	743448.5576536714	3738422.27181999
753	2019-07-01T07:00:00	1639	Workplace	743777.2054579661	3736641.6685285913
755	2019-07-01T07:00:00	1510	Workplace	742050.948158161	3737781.0292863813
787	2019-07-01T07:00:00	1674	Workplace	741837.3046211528	3738413.417240637
797	2019-07-01T07:00:00	1714	Workplace	743495.3046656598	3738921.9389729113
830	2019-07-01T07:00:00	1639	Workplace	743777.2054579661	3736641.6685285913
842	2019-07-01T07:00:00	1732	Workplace	742201.5280041462	3735973.2879507025
853	2019-07-01T07:00:00	1766	Restaurant	741956.1189187579	3737951.47082517
855	2019-07-01T07:00:00	1564	Workplace	742527.1459707207	3737995.025713722
865	2019-07-01T07:00:00	1620	Workplace	740774.4449157176	3737560.1754123187
901	2019-07-01T07:00:00	1576	Workplace	742050.948158161	3737781.0292863813
913	2019-07-01T07:00:00	1704	Workplace	741495.587173859	3737717.264035585
982	2019-07-01T07:00:00	1760	Pub	742603.0142758178	3737985.4888885072
986	2019-07-01T07:00:00	1561	Workplace	741681.7087450995	3738459.1641488397
4	2019-07-01T07:05:00	1770	Restaurant	742570.8925903668	3737825.298478021
11	2019-07-01T07:05:00	1770	Restaurant	742570.8925903668	3737825.298478021
24	2019-07-01T07:05:00	1736	Workplace	743879.2659587185	3738009.705457309
90	2019-07-01T07:05:00	1571	Workplace	742255.3448671937	3737922.591570842
153	2019-07-01T07:05:00	1771	Restaurant	743862.7621466367	3736516.8126094225
168	2019-07-01T07:05:00	1709	Workplace	741986.9442613404	3738544.564338453
176	2019-07-01T07:05:00	1525	Workplace	742636.2295809475	3736195.9661367713
195	2019-07-01T07:05:00	1579	Workplace	742164.5013139157	3735922.406873448
232	2019-07-01T07:05:00	1627	Workplace	742431.0105230524	3737902.8357400442
252	2019-07-01T07:05:00	1771	Restaurant	743862.7621466367	3736516.8126094225
297	2019-07-01T07:05:00	1507	Workplace	740358.9641311412	3736970.714135059
320	2019-07-01T07:05:00	1604	Workplace	742140.3666325366	3738343.76490733
344	2019-07-01T07:05:00	1583	Workplace	742015.2579211225	3738330.7473732196
450	2019-07-01T07:05:00	1629	Workplace	742597.4969406034	3738185.6516872128
453	2019-07-01T07:05:00	1604	Workplace	742140.3666325366	3738343.76490733
458	2019-07-01T07:05:00	1594	Workplace	741400.4045804973	3737106.9411840374
463	2019-07-01T07:05:00	1704	Workplace	741495.587173859	3737717.264035585
498	2019-07-01T07:05:00	1741	Workplace	740714.6815342755	3737160.365251262
499	2019-07-01T07:05:00	1605	Workplace	741466.8554450583	3737721.4401033623
516	2019-07-01T07:05:00	1626	Workplace	741810.9359736742	3737979.2082105237
535	2019-07-01T07:05:00	1512	Workplace	743445.692546821	3737088.063398887
621	2019-07-01T07:05:00	1697	Workplace	739951.7805319744	3736067.140729226
645	2019-07-01T07:05:00	1575	Workplace	740138.4264741035	3736348.562644771
672	2019-07-01T07:05:00	1674	Workplace	741837.3046211528	3738413.417240637
702	2019-07-01T07:05:00	1506	Workplace	739884.8069351267	3737832.6187843108
845	2019-07-01T07:05:00	1562	Workplace	742592.1239547725	3737191.8386571025
885	2019-07-01T07:05:00	1652	Workplace	740687.6917184722	3735514.617989122
887	2019-07-01T07:05:00	1641	Workplace	741307.9586362463	3738127.8358476325
889	2019-07-01T07:05:00	1632	Workplace	741926.5905026603	3736033.4712465284
923	2019-07-01T07:05:00	1643	Workplace	743354.6573678182	3738335.9270327454
930	2019-07-01T07:05:00	1639	Workplace	743777.2054579661	3736641.6685285913
944	2019-07-01T07:05:00	1627	Workplace	742431.0105230524	3737902.8357400442
957	2019-07-01T07:05:00	1755	Pub	742852.1433365949	3737131.339528878
961	2019-07-01T07:05:00	1563	Workplace	742061.083882604	3738551.2761632786
995	2019-07-01T07:05:00	1645	Workplace	740459.9496540008	3736966.1187478686
3	2019-07-01T07:10:00	1689	Workplace	742592.1239547725	3737191.8386571025
32	2019-07-01T07:10:00	1393	Apartment	743403.1674765	3737011.7311196523
47	2019-07-01T07:10:00	1766	Restaurant	741956.1189187579	3737951.47082517
80	2019-07-01T07:10:00	1697	Workplace	739951.7805319744	3736067.140729226
105	2019-07-01T07:10:00	1776	Restaurant	742676.754453138	3737445.473074196
116	2019-07-01T07:10:00	1637	Workplace	742375.9582521066	3735499.414108558
133	2019-07-01T07:10:00	1757	Pub	740655.8408336568	3737433.0427312753
151	2019-07-01T07:10:00	1565	Workplace	741257.7892912527	3738245.3679251163
162	2019-07-01T07:10:00	1733	Workplace	741738.872574435	3737646.812285616
231	2019-07-01T07:10:00	1747	Workplace	741873.4580590996	3738261.7462801277
238	2019-07-01T07:10:00	1609	Workplace	741769.307416006	3738291.008790112
249	2019-07-01T07:10:00	1659	Workplace	742676.754453138	3737445.473074196
256	2019-07-01T07:10:00	1528	Workplace	741984.868144028	3737726.9782662685
260	2019-07-01T07:10:00	1623	Workplace	743309.5075579295	3735336.5988322105
274	2019-07-01T07:10:00	1623	Workplace	743309.5075579295	3735336.5988322105
275	2019-07-01T07:10:00	1554	Workplace	741911.8407996532	3738630.0342772375
278	2019-07-01T07:10:00	1720	Workplace	743208.2811692065	3736889.3737371597
282	2019-07-01T07:10:00	1516	Workplace	743494.2403157043	3738121.918474668
301	2019-07-01T07:10:00	1575	Workplace	740138.4264741035	3736348.562644771
355	2019-07-01T07:10:00	1650	Workplace	743415.4549571391	3738166.0623102314
387	2019-07-01T07:10:00	1594	Workplace	741400.4045804973	3737106.9411840374
395	2019-07-01T07:10:00	1728	Workplace	742177.6224399181	3737601.259853768
446	2019-07-01T07:10:00	1750	Workplace	743243.6998688105	3738000.329333647
471	2019-07-01T07:10:00	1567	Workplace	740060.6237661187	3737714.0111584673
536	2019-07-01T07:10:00	1520	Workplace	740719.7703601331	3736872.9557096204
538	2019-07-01T07:10:00	1652	Workplace	740687.6917184722	3735514.617989122
548	2019-07-01T07:10:00	541	Apartment	741676.1222341005	3737188.8894445812
609	2019-07-01T07:10:00	1700	Workplace	741738.872574435	3737646.812285616
614	2019-07-01T07:10:00	1565	Workplace	741257.7892912527	3738245.3679251163
634	2019-07-01T07:10:00	1582	Workplace	741115.0705932558	3737335.221311753
716	2019-07-01T07:10:00	1679	Workplace	742758.9298531547	3738029.248870031
745	2019-07-01T07:10:00	1623	Workplace	743309.5075579295	3735336.5988322105
763	2019-07-01T07:10:00	1527	Workplace	740510.0090242553	3736053.6824381077
764	2019-07-01T07:10:00	1753	Pub	742691.3813103545	3737968.4825646216
766	2019-07-01T07:10:00	1682	Workplace	742494.4564080039	3738257.862542534
770	2019-07-01T07:10:00	1615	Workplace	742360.3047894322	3737702.237884936
789	2019-07-01T07:10:00	1519	Workplace	740687.6917184722	3735514.617989122
800	2019-07-01T07:10:00	1544	Workplace	740021.2779057021	3736855.063046709
843	2019-07-01T07:10:00	1645	Workplace	740459.9496540008	3736966.1187478686
846	2019-07-01T07:10:00	1718	Workplace	742255.3448671937	3737922.591570842
847	2019-07-01T07:10:00	1612	Workplace	742201.5280041462	3735973.2879507025
859	2019-07-01T07:10:00	1504	Workplace	742227.2841608997	3735808.850782855
862	2019-07-01T07:10:00	1661	Workplace	740640.2860494024	3737482.9827132714
874	2019-07-01T07:10:00	1766	Restaurant	741956.1189187579	3737951.47082517
879	2019-07-01T07:10:00	1625	Workplace	742018.3703010434	3737862.8784383186
893	2019-07-01T07:10:00	1614	Workplace	743470.8459095905	3738096.4690096485
911	2019-07-01T07:10:00	1719	Workplace	740758.8581677561	3735298.3380530174
924	2019-07-01T07:10:00	1769	Restaurant	743427.0192977436	3738206.702608287
926	2019-07-01T07:10:00	1618	Workplace	742201.5280041462	3735973.2879507025
936	2019-07-01T07:10:00	1607	Workplace	741733.0389277561	3737971.890794901
973	2019-07-01T07:10:00	1673	Workplace	740159.2522371069	3735707.3452406614
9	2019-07-01T07:15:00	1642	Workplace	743223.4240448818	3736881.40081252
30	2019-07-01T07:15:00	1632	Workplace	741926.5905026603	3736033.4712465284
33	2019-07-01T07:15:00	1685	Workplace	741984.868144028	3737726.9782662685
35	2019-07-01T07:15:00	1594	Workplace	741400.4045804973	3737106.9411840374
69	2019-07-01T07:15:00	1727	Workplace	742034.2928201065	3737670.699531464
75	2019-07-01T07:15:00	1538	Workplace	743221.0333515836	3736869.178788991
77	2019-07-01T07:15:00	1551	Workplace	743415.4549571391	3738166.0623102314
106	2019-07-01T07:15:00	1699	Workplace	743843.5367889652	3737411.0808189786
132	2019-07-01T07:15:00	1587	Workplace	741843.1635539585	3738324.055476524
145	2019-07-01T07:15:00	1530	Workplace	742442.8511652652	3738049.432074858
149	2019-07-01T07:15:00	1720	Workplace	743208.2811692065	3736889.3737371597
160	2019-07-01T07:15:00	1717	Workplace	743042.2488277709	3735508.67857101
165	2019-07-01T07:15:00	1717	Workplace	743042.2488277709	3735508.67857101
167	2019-07-01T07:15:00	1581	Workplace	740607.0828820044	3735553.506523799
193	2019-07-01T07:15:00	1548	Workplace	742227.2841608997	3735808.850782855
223	2019-07-01T07:15:00	1779	Restaurant	740647.0700337396	3737481.452513552
237	2019-07-01T07:15:00	1677	Workplace	743099.9101813395	3738165.599255244
261	2019-07-01T07:15:00	1552	Workplace	741602.3469953659	3737728.964949908
267	2019-07-01T07:15:00	1653	Workplace	741457.5122795611	3737706.73121707
318	2019-07-01T07:15:00	1640	Workplace	742527.1459707207	3737995.025713722
329	2019-07-01T07:15:00	1683	Workplace	742676.754453138	3737445.473074196
334	2019-07-01T07:15:00	1598	Workplace	742758.9298531547	3738029.248870031
414	2019-07-01T07:15:00	1614	Workplace	743470.8459095905	3738096.4690096485
423	2019-07-01T07:15:00	1556	Workplace	739903.8398867972	3736325.761688221
426	2019-07-01T07:15:00	1573	Workplace	742012.3197536675	3737976.7541497336
460	2019-07-01T07:15:00	1677	Workplace	743099.9101813395	3738165.599255244
476	2019-07-01T07:15:00	1590	Workplace	744012.2441846874	3737204.359170471
489	2019-07-01T07:15:00	1729	Workplace	741395.3024574867	3737336.0697984826
500	2019-07-01T07:15:00	1693	Workplace	743415.4549571391	3738166.0623102314
508	2019-07-01T07:15:00	1678	Workplace	743355.5134080405	3735391.7750845426
516	2019-07-01T07:15:00	1766	Restaurant	741956.1189187579	3737951.47082517
525	2019-07-01T07:15:00	1531	Workplace	743904.4007971158	3737948.092072854
546	2019-07-01T07:15:00	1536	Workplace	739926.5611085886	3735983.4308801075
549	2019-07-01T07:15:00	1693	Workplace	743415.4549571391	3738166.0623102314
554	2019-07-01T07:15:00	1653	Workplace	741457.5122795611	3737706.73121707
555	2019-07-01T07:15:00	1639	Workplace	743777.2054579661	3736641.6685285913
580	2019-07-01T07:15:00	205	Apartment	743184.2293785496	3736200.4144388423
583	2019-07-01T07:15:00	218	Apartment	740001.9829154634	3735429.1555685783
613	2019-07-01T07:15:00	1588	Workplace	740278.4929557303	3737838.020062913
622	2019-07-01T07:15:00	1595	Workplace	741474.4679123135	3738760.422435981
627	2019-07-01T07:15:00	1650	Workplace	743415.4549571391	3738166.0623102314
654	2019-07-01T07:15:00	1501	Workplace	741393.9877074555	3737911.955420055
694	2019-07-01T07:15:00	1585	Workplace	743033.1619545203	3735683.097934885
695	2019-07-01T07:15:00	1574	Workplace	742285.1041347863	3737729.955033483
710	2019-07-01T07:15:00	1766	Restaurant	741956.1189187579	3737951.47082517
711	2019-07-01T07:15:00	1755	Pub	742852.1433365949	3737131.339528878
779	2019-07-01T07:15:00	1591	Workplace	741972.8689838109	3738054.5678304425
782	2019-07-01T07:15:00	1715	Workplace	743817.2822624705	3737729.777972382
794	2019-07-01T07:15:00	1523	Workplace	743409.3504582439	3736996.2854731474
827	2019-07-01T07:15:00	1641	Workplace	741307.9586362463	3738127.8358476325
835	2019-07-01T07:15:00	1776	Restaurant	742676.754453138	3737445.473074196
861	2019-07-01T07:15:00	1664	Workplace	742680.9190607948	3738159.907592152
869	2019-07-01T07:15:00	1607	Workplace	741733.0389277561	3737971.890794901
871	2019-07-01T07:15:00	1532	Workplace	741304.8443908629	3735277.2031569895
885	2019-07-01T07:15:00	1773	Restaurant	741013.6754109536	3736143.5837761974
895	2019-07-01T07:15:00	1725	Workplace	740048.7473609443	3737885.9649399547
902	2019-07-01T07:15:00	1706	Workplace	742898.6670966321	3737481.267716735
919	2019-07-01T07:15:00	1635	Workplace	741450.3349380259	3735729.7732616668
978	2019-07-01T07:15:00	1568	Workplace	743409.805425624	3735259.0754708764
23	2019-07-01T07:20:00	1714	Workplace	743495.3046656598	3738921.9389729113
32	2019-07-01T07:20:00	1753	Pub	742691.3813103545	3737968.4825646216
42	2019-07-01T07:20:00	1735	Workplace	742584.3434325255	3737058.6028385786
43	2019-07-01T07:20:00	1551	Workplace	743415.4549571391	3738166.0623102314
66	2019-07-01T07:20:00	1570	Workplace	742781.4563764653	3736090.9046563287
82	2019-07-01T07:20:00	1530	Workplace	742442.8511652652	3738049.432074858
123	2019-07-01T07:20:00	1748	Workplace	742494.4564080039	3738257.862542534
126	2019-07-01T07:20:00	1512	Workplace	743445.692546821	3737088.063398887
127	2019-07-01T07:20:00	1594	Workplace	741400.4045804973	3737106.9411840374
136	2019-07-01T07:20:00	873	Apartment	740767.0932110857	3735864.8839913476
173	2019-07-01T07:20:00	1560	Workplace	742187.7433943421	3737752.0698226765
214	2019-07-01T07:20:00	1646	Workplace	743309.5075579295	3735336.5988322105
235	2019-07-01T07:20:00	1738	Workplace	741300.1615285238	3737382.5723180156
293	2019-07-01T07:20:00	1515	Workplace	741539.8770360326	3736422.7999462723
403	2019-07-01T07:20:00	1753	Pub	742691.3813103545	3737968.4825646216
424	2019-07-01T07:20:00	1756	Pub	739967.8000244198	3735975.515245802
438	2019-07-01T07:20:00	1545	Workplace	741474.4679123135	3738760.422435981
495	2019-07-01T07:20:00	1676	Workplace	743927.139194867	3736583.8342770464
518	2019-07-01T07:20:00	1613	Workplace	740711.371361794	3735868.374416833
519	2019-07-01T07:20:00	1747	Workplace	741873.4580590996	3738261.7462801277
548	2019-07-01T07:20:00	1757	Pub	740655.8408336568	3737433.0427312753
567	2019-07-01T07:20:00	1549	Workplace	742468.5337409362	3737883.8223130717
630	2019-07-01T07:20:00	1769	Restaurant	743427.0192977436	3738206.702608287
665	2019-07-01T07:20:00	1626	Workplace	741810.9359736742	3737979.2082105237
670	2019-07-01T07:20:00	1651	Workplace	741399.3669428941	3736046.9628241663
701	2019-07-01T07:20:00	1732	Workplace	742201.5280041462	3735973.2879507025
774	2019-07-01T07:20:00	1741	Workplace	740714.6815342755	3737160.365251262
783	2019-07-01T07:20:00	1660	Workplace	741951.5855816739	3737805.755237363
784	2019-07-01T07:20:00	1676	Workplace	743927.139194867	3736583.8342770464
