Entry: stylesheet/NodeColoringBasedOnInterest.css
Copying Resource Name.../stylesheet/NodeColoringBasedOnInterest.css
Entry: stylesheet/social.css
Copying Resource Name.../stylesheet/social.css
file:/home/hosseinamiri/Research/outlier-dev/life/maps/atl/map/walkways.shp
file:/home/hosseinamiri/Research/outlier-dev/life/maps/atl/map/buildings.shp
file:/home/hosseinamiri/Research/outlier-dev/life/maps/atl/map/buildingUnits.shp
[INFO] pol.WorldModel initPlaces - Number of neighborhoods: 1
[INFO] pol.WorldModel initPlaces - Neighborhood #0
[INFO] pol.WorldModel initPlaces - -------Buildings----------
[INFO] pol.WorldModel initPlaces - Total number of buildings: 7374
[INFO] pol.WorldModel initPlaces - # of School Buildings needed: 4
[INFO] pol.WorldModel initPlaces - # of Residential Buildings needed: 4914
[INFO] pol.WorldModel initPlaces - # of Commercial Buildings needed: 2456
[INFO] pol.WorldModel initPlaces - --------Units---------
[INFO] pol.WorldModel initPlaces - # of Apartments Needed: 10500
[INFO] pol.WorldModel initPlaces - # of Schools Needed: 4
[INFO] pol.WorldModel initPlaces - # of Pubs Needed: 70
[INFO] pol.WorldModel initPlaces - # of Workplace Needed: 1750
[INFO] pol.WorldModel initPlaces - # of Restaurant Needed: 140
[INFO] pol.WorldModel addHumanAgents - Total number of agents: 7000
Number of agents in neighborhood #0: 7000
[INFO] pol.WorldModel addAgent - Agent #25 added.
[INFO] pol.WorldModel addAgent - Agent #26 added.
[INFO] pol.WorldModel addAgent - Agent #27 added.
[INFO] pol.WorldModel addAgent - Agent #28 added.
[INFO] pol.WorldModel addAgent - Agent #29 added.
[INFO] pol.WorldModel addAgent - Agent #30 added.
[INFO] pol.WorldModel addAgent - Agent #31 added.
[INFO] pol.WorldModel addAgent - Agent #32 added.
[INFO] pol.WorldModel addAgent - Agent #33 added.
[INFO] pol.WorldModel addAgent - Agent #34 added.
[INFO] pol.WorldModel addAgent - Agent #35 added.
[INFO] pol.WorldModel addAgent - Agent #36 added.
[INFO] pol.WorldModel addAgent - Agent #37 added.
[INFO] pol.WorldModel addAgent - Agent #38 added.
[INFO] pol.WorldModel addAgent - Agent #39 added.
[INFO] pol.WorldModel addAgent - Agent #40 added.
[INFO] pol.WorldModel addAgent - Agent #41 added.
[INFO] pol.WorldModel addAgent - Agent #42 added.
[INFO] pol.WorldModel addAgent - Agent #43 added.
[INFO] pol.WorldModel addAgent - Agent #44 added.
[INFO] pol.WorldModel addAgent - Agent #45 added.
[INFO] pol.WorldModel addAgent - Agent #46 added.
[INFO] pol.WorldModel addAgent - Agent #47 added.
[INFO] pol.WorldModel addAgent - Agent #48 added.
[INFO] pol.WorldModel addAgent - Agent #49 added.
[INFO] pol.WorldModel addAgent - Agent #50 added.
[INFO] pol.WorldModel addAgent - Agent #51 added.
[INFO] pol.WorldModel addAgent - Agent #52 added.
[INFO] pol.WorldModel addAgent - Agent #53 added.
[INFO] pol.WorldModel addAgent - Agent #54 added.
[INFO] pol.WorldModel addAgent - Agent #55 added.
[INFO] pol.WorldModel addAgent - Agent #56 added.
[INFO] pol.WorldModel addAgent - Agent #57 added.
[INFO] pol.WorldModel addAgent - Agent #58 added.
[INFO] pol.WorldModel addAgent - Agent #59 added.
[INFO] pol.WorldModel addAgent - Agent #60 added.
[INFO] pol.WorldModel addAgent - Agent #61 added.
[INFO] pol.WorldModel addAgent - Agent #62 added.
[INFO] pol.WorldModel addAgent - Agent #63 added.
[INFO] pol.WorldModel addAgent - Agent #64 added.
[INFO] pol.WorldModel addAgent - Agent #65 added.
[INFO] pol.WorldModel addAgent - Agent #66 added.
[INFO] pol.WorldModel addAgent - Agent #67 added.
[INFO] pol.WorldModel addAgent - Agent #68 added.
[INFO] pol.WorldModel addAgent - Agent #69 added.
[INFO] pol.WorldModel addAgent - Agent #70 added.
[INFO] pol.WorldModel addAgent - Agent #71 added.
[INFO] pol.WorldModel addAgent - Agent #72 added.
[INFO] pol.WorldModel addAgent - Agent #73 added.
[INFO] pol.WorldModel addAgent - Agent #74 added.
[INFO] pol.WorldModel addAgent - Agent #75 added.
[INFO] pol.WorldModel addAgent - Agent #76 added.
[INFO] pol.WorldModel addAgent - Agent #77 added.
[INFO] pol.WorldModel addAgent - Agent #78 added.
[INFO] pol.WorldModel addAgent - Agent #79 added.
[INFO] pol.WorldModel addAgent - Agent #80 added.
[INFO] pol.WorldModel addAgent - Agent #81 added.
[INFO] pol.WorldModel addAgent - Agent #82 added.
[INFO] pol.WorldModel addAgent - Agent #83 added.
[INFO] pol.WorldModel addAgent - Agent #84 added.
[INFO] pol.WorldModel addAgent - Agent #85 added.
[INFO] pol.WorldModel addAgent - Agent #86 added.
[INFO] pol.WorldModel addAgent - Agent #87 added.
[INFO] pol.WorldModel addAgent - Agent #88 added.
[INFO] pol.WorldModel addAgent - Agent #89 added.
[INFO] pol.WorldModel addAgent - Agent #90 added.
[INFO] pol.WorldModel addAgent - Agent #91 added.
[INFO] pol.WorldModel addAgent - Agent #92 added.
[INFO] pol.WorldModel addAgent - Agent #93 added.
[INFO] pol.WorldModel addAgent - Agent #94 added.
[INFO] pol.WorldModel addAgent - Agent #95 added.
[INFO] pol.WorldModel addAgent - Agent #96 added.
[INFO] pol.WorldModel addAgent - Agent #97 added.
[INFO] pol.WorldModel addAgent - Agent #98 added.
[INFO] pol.WorldModel addAgent - Agent #99 added.
[INFO] pol.WorldModel addAgent - Agent #100 added.
[INFO] pol.WorldModel addAgent - Agent #101 added.
[INFO] pol.WorldModel addAgent - Agent #102 added.
[INFO] pol.WorldModel addAgent - Agent #103 added.
[INFO] pol.WorldModel addAgent - Agent #104 added.
[INFO] pol.WorldModel addAgent - Agent #105 added.
[INFO] pol.WorldModel addAgent - Agent #106 added.
[INFO] pol.WorldModel addAgent - Agent #107 added.
[INFO] pol.WorldModel addAgent - Agent #108 added.
[INFO] pol.WorldModel addAgent - Agent #109 added.
[INFO] pol.WorldModel addAgent - Agent #110 added.
[INFO] pol.WorldModel addAgent - Agent #111 added.
[INFO] pol.WorldModel addAgent - Agent #112 added.
[INFO] pol.WorldModel addAgent - Agent #113 added.
[INFO] pol.WorldModel addAgent - Agent #114 added.
[INFO] pol.WorldModel addAgent - Agent #115 added.
[INFO] pol.WorldModel addAgent - Agent #116 added.
[INFO] pol.WorldModel addAgent - Agent #117 added.
[INFO] pol.WorldModel addAgent - Agent #118 added.
[INFO] pol.WorldModel addAgent - Agent #119 added.
[INFO] pol.WorldModel addAgent - Agent #120 added.
[INFO] pol.WorldModel addAgent - Agent #121 added.
[INFO] pol.WorldModel addAgent - Agent #122 added.
[INFO] pol.WorldModel addAgent - Agent #123 added.
[INFO] pol.WorldModel addAgent - Agent #124 added.
[INFO] pol.WorldModel addAgent - Agent #125 added.
[INFO] pol.WorldModel addAgent - Agent #126 added.
[INFO] pol.WorldModel addAgent - Agent #127 added.
[INFO] pol.WorldModel addAgent - Agent #128 added.
[INFO] pol.WorldModel addAgent - Agent #129 added.
[INFO] pol.WorldModel addAgent - Agent #130 added.
[INFO] pol.WorldModel addAgent - Agent #131 added.
[INFO] pol.WorldModel addAgent - Agent #132 added.
[INFO] pol.WorldModel addAgent - Agent #133 added.
[INFO] pol.WorldModel addAgent - Agent #134 added.
[INFO] pol.WorldModel addAgent - Agent #135 added.
[INFO] pol.WorldModel addAgent - Agent #136 added.
[INFO] pol.WorldModel addAgent - Agent #137 added.
[INFO] pol.WorldModel addAgent - Agent #138 added.
[INFO] pol.WorldModel addAgent - Agent #139 added.
[INFO] pol.WorldModel addAgent - Agent #140 added.
[INFO] pol.WorldModel addAgent - Agent #141 added.
[INFO] pol.WorldModel addAgent - Agent #142 added.
[INFO] pol.WorldModel addAgent - Agent #143 added.
[INFO] pol.WorldModel addAgent - Agent #144 added.
[INFO] pol.WorldModel addAgent - Agent #145 added.
[INFO] pol.WorldModel addAgent - Agent #146 added.
[INFO] pol.WorldModel addAgent - Agent #147 added.
[INFO] pol.WorldModel addAgent - Agent #148 added.
[INFO] pol.WorldModel addAgent - Agent #149 added.
[INFO] pol.WorldModel addAgent - Agent #150 added.
[INFO] pol.WorldModel addAgent - Agent #151 added.
[INFO] pol.WorldModel addAgent - Agent #152 added.
[INFO] pol.WorldModel addAgent - Agent #153 added.
[INFO] pol.WorldModel addAgent - Agent #154 added.
[INFO] pol.WorldModel addAgent - Agent #155 added.
[INFO] pol.WorldModel addAgent - Agent #156 added.
[INFO] pol.WorldModel addAgent - Agent #157 added.
[INFO] pol.WorldModel addAgent - Agent #158 added.
[INFO] pol.WorldModel addAgent - Agent #159 added.
[INFO] pol.WorldModel addAgent - Agent #160 added.
[INFO] pol.WorldModel addAgent - Agent #161 added.
[INFO] pol.WorldModel addAgent - Agent #162 added.
[INFO] pol.WorldModel addAgent - Agent #163 added.
[INFO] pol.WorldModel addAgent - Agent #164 added.
[INFO] pol.WorldModel addAgent - Agent #165 added.
[INFO] pol.WorldModel addAgent - Agent #166 added.
[INFO] pol.WorldModel addAgent - Agent #167 added.
[INFO] pol.WorldModel addAgent - Agent #168 added.
[INFO] pol.WorldModel addAgent - Agent #169 added.
[INFO] pol.WorldModel addAgent - Agent #170 added.
[INFO] pol.WorldModel addAgent - Agent #171 added.
[INFO] pol.WorldModel addAgent - Agent #172 added.
[INFO] pol.WorldModel addAgent - Agent #173 added.
[INFO] pol.WorldModel addAgent - Agent #174 added.
[INFO] pol.WorldModel addAgent - Agent #175 added.
[INFO] pol.WorldModel addAgent - Agent #176 added.
[INFO] pol.WorldModel addAgent - Agent #177 added.
[INFO] pol.WorldModel addAgent - Agent #178 added.
[INFO] pol.WorldModel addAgent - Agent #179 added.
[INFO] pol.WorldModel addAgent - Agent #180 added.
[INFO] pol.WorldModel addAgent - Agent #181 added.
[INFO] pol.WorldModel addAgent - Agent #182 added.
[INFO] pol.WorldModel addAgent - Agent #183 added.
[INFO] pol.WorldModel addAgent - Agent #184 added.
[INFO] pol.WorldModel addAgent - Agent #185 added.
[INFO] pol.WorldModel addAgent - Agent #186 added.
[INFO] pol.WorldModel addAgent - Agent #187 added.
[INFO] pol.WorldModel addAgent - Agent #188 added.
[INFO] pol.WorldModel addAgent - Agent #189 added.
[INFO] pol.WorldModel addAgent - Agent #190 added.
[INFO] pol.WorldModel addAgent - Agent #191 added.
[INFO] pol.WorldModel addAgent - Agent #192 added.
[INFO] pol.WorldModel addAgent - Agent #193 added.
[INFO] pol.WorldModel addAgent - Agent #194 added.
[INFO] pol.WorldModel addAgent - Agent #195 added.
[INFO] pol.WorldModel addAgent - Agent #196 added.
[INFO] pol.WorldModel addAgent - Agent #197 added.
[INFO] pol.WorldModel addAgent - Agent #198 added.
[INFO] pol.WorldModel addAgent - Agent #199 added.
[INFO] pol.WorldModel addAgent - Agent #200 added.
[INFO] pol.WorldModel addAgent - Agent #201 added.
[INFO] pol.WorldModel addAgent - Agent #202 added.
[INFO] pol.WorldModel addAgent - Agent #203 added.
[INFO] pol.WorldModel addAgent - Agent #204 added.
[INFO] pol.WorldModel addAgent - Agent #205 added.
[INFO] pol.WorldModel addAgent - Agent #206 added.
[INFO] pol.WorldModel addAgent - Agent #207 added.
[INFO] pol.WorldModel addAgent - Agent #208 added.
[INFO] pol.WorldModel addAgent - Agent #209 added.
[INFO] pol.WorldModel addAgent - Agent #210 added.
[INFO] pol.WorldModel addAgent - Agent #211 added.
[INFO] pol.WorldModel addAgent - Agent #212 added.
[INFO] pol.WorldModel addAgent - Agent #213 added.
[INFO] pol.WorldModel addAgent - Agent #214 added.
[INFO] pol.WorldModel addAgent - Agent #215 added.
[INFO] pol.WorldModel addAgent - Agent #216 added.
[INFO] pol.WorldModel addAgent - Agent #217 added.
[INFO] pol.WorldModel addAgent - Agent #218 added.
[INFO] pol.WorldModel addAgent - Agent #219 added.
[INFO] pol.WorldModel addAgent - Agent #220 added.
[INFO] pol.WorldModel addAgent - Agent #221 added.
[INFO] pol.WorldModel addAgent - Agent #222 added.
[INFO] pol.WorldModel addAgent - Agent #223 added.
[INFO] pol.WorldModel addAgent - Agent #224 added.
[INFO] pol.WorldModel addAgent - Agent #225 added.
[INFO] pol.WorldModel addAgent - Agent #226 added.
[INFO] pol.WorldModel addAgent - Agent #227 added.
[INFO] pol.WorldModel addAgent - Agent #228 added.
[INFO] pol.WorldModel addAgent - Agent #229 added.
[INFO] pol.WorldModel addAgent - Agent #230 added.
[INFO] pol.WorldModel addAgent - Agent #231 added.
[INFO] pol.WorldModel addAgent - Agent #232 added.
[INFO] pol.WorldModel addAgent - Agent #233 added.
[INFO] pol.WorldModel addAgent - Agent #234 added.
[INFO] pol.WorldModel addAgent - Agent #235 added.
[INFO] pol.WorldModel addAgent - Agent #236 added.
[INFO] pol.WorldModel addAgent - Agent #237 added.
[INFO] pol.WorldModel addAgent - Agent #238 added.
[INFO] pol.WorldModel addAgent - Agent #239 added.
[INFO] pol.WorldModel addAgent - Agent #240 added.
[INFO] pol.WorldModel addAgent - Agent #241 added.
[INFO] pol.WorldModel addAgent - Agent #242 added.
[INFO] pol.WorldModel addAgent - Agent #243 added.
[INFO] pol.WorldModel addAgent - Agent #244 added.
[INFO] pol.WorldModel addAgent - Agent #245 added.
[INFO] pol.WorldModel addAgent - Agent #246 added.
[INFO] pol.WorldModel addAgent - Agent #247 added.
[INFO] pol.WorldModel addAgent - Agent #248 added.
[INFO] pol.WorldModel addAgent - Agent #249 added.
[INFO] pol.WorldModel addAgent - Agent #250 added.
[INFO] pol.WorldModel addAgent - Agent #251 added.
[INFO] pol.WorldModel addAgent - Agent #252 added.
[INFO] pol.WorldModel addAgent - Agent #253 added.
[INFO] pol.WorldModel addAgent - Agent #254 added.
[INFO] pol.WorldModel addAgent - Agent #255 added.
[INFO] pol.WorldModel addAgent - Agent #256 added.
[INFO] pol.WorldModel addAgent - Agent #257 added.
[INFO] pol.WorldModel addAgent - Agent #258 added.
[INFO] pol.WorldModel addAgent - Agent #259 added.
[INFO] pol.WorldModel addAgent - Agent #260 added.
[INFO] pol.WorldModel addAgent - Agent #261 added.
[INFO] pol.WorldModel addAgent - Agent #262 added.
[INFO] pol.WorldModel addAgent - Agent #263 added.
[INFO] pol.WorldModel addAgent - Agent #264 added.
[INFO] pol.WorldModel addAgent - Agent #265 added.
[INFO] pol.WorldModel addAgent - Agent #266 added.
[INFO] pol.WorldModel addAgent - Agent #267 added.
[INFO] pol.WorldModel addAgent - Agent #268 added.
[INFO] pol.WorldModel addAgent - Agent #269 added.
[INFO] pol.WorldModel addAgent - Agent #270 added.
[INFO] pol.WorldModel addAgent - Agent #271 added.
[INFO] pol.WorldModel addAgent - Agent #272 added.
[INFO] pol.WorldModel addAgent - Agent #273 added.
[INFO] pol.WorldModel addAgent - Agent #274 added.
[INFO] pol.WorldModel addAgent - Agent #275 added.
[INFO] pol.WorldModel addAgent - Agent #276 added.
[INFO] pol.WorldModel addAgent - Agent #277 added.
[INFO] pol.WorldModel addAgent - Agent #278 added.
[INFO] pol.WorldModel addAgent - Agent #279 added.
[INFO] pol.WorldModel addAgent - Agent #280 added.
[INFO] pol.WorldModel addAgent - Agent #281 added.
[INFO] pol.WorldModel addAgent - Agent #282 added.
[INFO] pol.WorldModel addAgent - Agent #283 added.
[INFO] pol.WorldModel addAgent - Agent #284 added.
[INFO] pol.WorldModel addAgent - Agent #285 added.
[INFO] pol.WorldModel addAgent - Agent #286 added.
[INFO] pol.WorldModel addAgent - Agent #287 added.
[INFO] pol.WorldModel addAgent - Agent #288 added.
[INFO] pol.WorldModel addAgent - Agent #289 added.
[INFO] pol.WorldModel addAgent - Agent #290 added.
[INFO] pol.WorldModel addAgent - Agent #291 added.
[INFO] pol.WorldModel addAgent - Agent #292 added.
[INFO] pol.WorldModel addAgent - Agent #293 added.
[INFO] pol.WorldModel addAgent - Agent #294 added.
[INFO] pol.WorldModel addAgent - Agent #295 added.
[INFO] pol.WorldModel addAgent - Agent #296 added.
[INFO] pol.WorldModel addAgent - Agent #297 added.
[INFO] pol.WorldModel addAgent - Agent #298 added.
[INFO] pol.WorldModel addAgent - Agent #299 added.
[INFO] pol.WorldModel addAgent - Agent #300 added.
[INFO] pol.WorldModel addAgent - Agent #301 added.
[INFO] pol.WorldModel addAgent - Agent #302 added.
[INFO] pol.WorldModel addAgent - Agent #303 added.
[INFO] pol.WorldModel addAgent - Agent #304 added.
[INFO] pol.WorldModel addAgent - Agent #305 added.
[INFO] pol.WorldModel addAgent - Agent #306 added.
[INFO] pol.WorldModel addAgent - Agent #307 added.
[INFO] pol.WorldModel addAgent - Agent #308 added.
[INFO] pol.WorldModel addAgent - Agent #309 added.
[INFO] pol.WorldModel addAgent - Agent #310 added.
[INFO] pol.WorldModel addAgent - Agent #311 added.
[INFO] pol.WorldModel addAgent - Agent #312 added.
[INFO] pol.WorldModel addAgent - Agent #313 added.
[INFO] pol.WorldModel addAgent - Agent #314 added.
[INFO] pol.WorldModel addAgent - Agent #315 added.
[INFO] pol.WorldModel addAgent - Agent #316 added.
[INFO] pol.WorldModel addAgent - Agent #317 added.
[INFO] pol.WorldModel addAgent - Agent #318 added.
[INFO] pol.WorldModel addAgent - Agent #319 added.
[INFO] pol.WorldModel addAgent - Agent #320 added.
[INFO] pol.WorldModel addAgent - Agent #321 added.
[INFO] pol.WorldModel addAgent - Agent #322 added.
[INFO] pol.WorldModel addAgent - Agent #323 added.
[INFO] pol.WorldModel addAgent - Agent #324 added.
[INFO] pol.WorldModel addAgent - Agent #325 added.
[INFO] pol.WorldModel addAgent - Agent #326 added.
[INFO] pol.WorldModel addAgent - Agent #327 added.
[INFO] pol.WorldModel addAgent - Agent #328 added.
[INFO] pol.WorldModel addAgent - Agent #329 added.
[INFO] pol.WorldModel addAgent - Agent #330 added.
[INFO] pol.WorldModel addAgent - Agent #331 added.
[INFO] pol.WorldModel addAgent - Agent #332 added.
[INFO] pol.WorldModel addAgent - Agent #333 added.
[INFO] pol.WorldModel addAgent - Agent #334 added.
[INFO] pol.WorldModel addAgent - Agent #335 added.
[INFO] pol.WorldModel addAgent - Agent #336 added.
[INFO] pol.WorldModel addAgent - Agent #337 added.
[INFO] pol.WorldModel addAgent - Agent #338 added.
[INFO] pol.WorldModel addAgent - Agent #339 added.
[INFO] pol.WorldModel addAgent - Agent #340 added.
[INFO] pol.WorldModel addAgent - Agent #341 added.
[INFO] pol.WorldModel addAgent - Agent #342 added.
[INFO] pol.WorldModel addAgent - Agent #343 added.
[INFO] pol.WorldModel addAgent - Agent #344 added.
[INFO] pol.WorldModel addAgent - Agent #345 added.
[INFO] pol.WorldModel addAgent - Agent #346 added.
[INFO] pol.WorldModel addAgent - Agent #347 added.
[INFO] pol.WorldModel addAgent - Agent #348 added.
[INFO] pol.WorldModel addAgent - Agent #349 added.
[INFO] pol.WorldModel addAgent - Agent #350 added.
[INFO] pol.WorldModel addAgent - Agent #351 added.
[INFO] pol.WorldModel addAgent - Agent #352 added.
[INFO] pol.WorldModel addAgent - Agent #353 added.
[INFO] pol.WorldModel addAgent - Agent #354 added.
[INFO] pol.WorldModel addAgent - Agent #355 added.
[INFO] pol.WorldModel addAgent - Agent #356 added.
[INFO] pol.WorldModel addAgent - Agent #357 added.
[INFO] pol.WorldModel addAgent - Agent #358 added.
[INFO] pol.WorldModel addAgent - Agent #359 added.
[INFO] pol.WorldModel addAgent - Agent #360 added.
[INFO] pol.WorldModel addAgent - Agent #361 added.
[INFO] pol.WorldModel addAgent - Agent #362 added.
[INFO] pol.WorldModel addAgent - Agent #363 added.
[INFO] pol.WorldModel addAgent - Agent #364 added.
[INFO] pol.WorldModel addAgent - Agent #365 added.
[INFO] pol.WorldModel addAgent - Agent #366 added.
[INFO] pol.WorldModel addAgent - Agent #367 added.
[INFO] pol.WorldModel addAgent - Agent #368 added.
[INFO] pol.WorldModel addAgent - Agent #369 added.
[INFO] pol.WorldModel addAgent - Agent #370 added.
[INFO] pol.WorldModel addAgent - Agent #371 added.
[INFO] pol.WorldModel addAgent - Agent #372 added.
[INFO] pol.WorldModel addAgent - Agent #373 added.
[INFO] pol.WorldModel addAgent - Agent #374 added.
[INFO] pol.WorldModel addAgent - Agent #375 added.
[INFO] pol.WorldModel addAgent - Agent #376 added.
[INFO] pol.WorldModel addAgent - Agent #377 added.
[INFO] pol.WorldModel addAgent - Agent #378 added.
[INFO] pol.WorldModel addAgent - Agent #379 added.
[INFO] pol.WorldModel addAgent - Agent #380 added.
[INFO] pol.WorldModel addAgent - Agent #381 added.
[INFO] pol.WorldModel addAgent - Agent #382 added.
[INFO] pol.WorldModel addAgent - Agent #383 added.
[INFO] pol.WorldModel addAgent - Agent #384 added.
[INFO] pol.WorldModel addAgent - Agent #385 added.
[INFO] pol.WorldModel addAgent - Agent #386 added.
[INFO] pol.WorldModel addAgent - Agent #387 added.
[INFO] pol.WorldModel addAgent - Agent #388 added.
[INFO] pol.WorldModel addAgent - Agent #389 added.
[INFO] pol.WorldModel addAgent - Agent #390 added.
[INFO] pol.WorldModel addAgent - Agent #391 added.
[INFO] pol.WorldModel addAgent - Agent #392 added.
[INFO] pol.WorldModel addAgent - Agent #393 added.
[INFO] pol.WorldModel addAgent - Agent #394 added.
[INFO] pol.WorldModel addAgent - Agent #395 added.
[INFO] pol.WorldModel addAgent - Agent #396 added.
[INFO] pol.WorldModel addAgent - Agent #397 added.
[INFO] pol.WorldModel addAgent - Agent #398 added.
[INFO] pol.WorldModel addAgent - Agent #399 added.
[INFO] pol.WorldModel addAgent - Agent #400 added.
[INFO] pol.WorldModel addAgent - Agent #401 added.
[INFO] pol.WorldModel addAgent - Agent #402 added.
[INFO] pol.WorldModel addAgent - Agent #403 added.
[INFO] pol.WorldModel addAgent - Agent #404 added.
[INFO] pol.WorldModel addAgent - Agent #405 added.
[INFO] pol.WorldModel addAgent - Agent #406 added.
[INFO] pol.WorldModel addAgent - Agent #407 added.
[INFO] pol.WorldModel addAgent - Agent #408 added.
[INFO] pol.WorldModel addAgent - Agent #409 added.
[INFO] pol.WorldModel addAgent - Agent #410 added.
[INFO] pol.WorldModel addAgent - Agent #411 added.
[INFO] pol.WorldModel addAgent - Agent #412 added.
[INFO] pol.WorldModel addAgent - Agent #413 added.
[INFO] pol.WorldModel addAgent - Agent #414 added.
[INFO] pol.WorldModel addAgent - Agent #415 added.
[INFO] pol.WorldModel addAgent - Agent #416 added.
[INFO] pol.WorldModel addAgent - Agent #417 added.
[INFO] pol.WorldModel addAgent - Agent #418 added.
[INFO] pol.WorldModel addAgent - Agent #419 added.
[INFO] pol.WorldModel addAgent - Agent #420 added.
[INFO] pol.WorldModel addAgent - Agent #421 added.
[INFO] pol.WorldModel addAgent - Agent #422 added.
[INFO] pol.WorldModel addAgent - Agent #423 added.
[INFO] pol.WorldModel addAgent - Agent #424 added.
[INFO] pol.WorldModel addAgent - Agent #425 added.
[INFO] pol.WorldModel addAgent - Agent #426 added.
[INFO] pol.WorldModel addAgent - Agent #427 added.
[INFO] pol.WorldModel addAgent - Agent #428 added.
[INFO] pol.WorldModel addAgent - Agent #429 added.
[INFO] pol.WorldModel addAgent - Agent #430 added.
[INFO] pol.WorldModel addAgent - Agent #431 added.
[INFO] pol.WorldModel addAgent - Agent #432 added.
[INFO] pol.WorldModel addAgent - Agent #433 added.
[INFO] pol.WorldModel addAgent - Agent #434 added.
[INFO] pol.WorldModel addAgent - Agent #435 added.
[INFO] pol.WorldModel addAgent - Agent #436 added.
[INFO] pol.WorldModel addAgent - Agent #437 added.
[INFO] pol.WorldModel addAgent - Agent #438 added.
[INFO] pol.WorldModel addAgent - Agent #439 added.
[INFO] pol.WorldModel addAgent - Agent #440 added.
[INFO] pol.WorldModel addAgent - Agent #441 added.
[INFO] pol.WorldModel addAgent - Agent #442 added.
[INFO] pol.WorldModel addAgent - Agent #443 added.
[INFO] pol.WorldModel addAgent - Agent #444 added.
[INFO] pol.WorldModel addAgent - Agent #445 added.
[INFO] pol.WorldModel addAgent - Agent #446 added.
[INFO] pol.WorldModel addAgent - Agent #447 added.
[INFO] pol.WorldModel addAgent - Agent #448 added.
[INFO] pol.WorldModel addAgent - Agent #449 added.
[INFO] pol.WorldModel addAgent - Agent #450 added.
[INFO] pol.WorldModel addAgent - Agent #451 added.
[INFO] pol.WorldModel addAgent - Agent #452 added.
[INFO] pol.WorldModel addAgent - Agent #453 added.
[INFO] pol.WorldModel addAgent - Agent #454 added.
[INFO] pol.WorldModel addAgent - Agent #455 added.
[INFO] pol.WorldModel addAgent - Agent #456 added.
[INFO] pol.WorldModel addAgent - Agent #457 added.
[INFO] pol.WorldModel addAgent - Agent #458 added.
[INFO] pol.WorldModel addAgent - Agent #459 added.
[INFO] pol.WorldModel addAgent - Agent #460 added.
[INFO] pol.WorldModel addAgent - Agent #461 added.
[INFO] pol.WorldModel addAgent - Agent #462 added.
[INFO] pol.WorldModel addAgent - Agent #463 added.
[INFO] pol.WorldModel addAgent - Agent #464 added.
[INFO] pol.WorldModel addAgent - Agent #465 added.
[INFO] pol.WorldModel addAgent - Agent #466 added.
[INFO] pol.WorldModel addAgent - Agent #467 added.
